term,records,mentions,obs_region,year,reg_tot_ments,term_year_reg_ment_perc
microspectroscope,0,0,Africa,2016,0,0
posticous,1,1,Africa,2016,4,0.25
toppling,1,1,Eurasia,2016,7,0.142857143
corporateness,0,0,Africa,2016,0,0
andesine,0,0,Africa,2016,0,0
tactable,0,0,Africa,2016,0,0
toppling,4,4,Eurasia,2017,7,0.571428571
targing,0,0,Africa,2016,0,0
toppling,2,2,Eurasia,2018,7,0.285714286
lusciously,2,2,Africa,2016,3,0.666666667
toppling,0,0,Eurasia,2019,7,0
hobbyhorses,0,0,Africa,2016,0,0
highroad,0,0,Africa,2016,0,0
dialysed,0,0,Africa,2016,0,0
solfatara,2,2,Africa,2016,14,0.142857143
unpoetize,0,0,Africa,2016,1,0
organicism,0,0,Africa,2016,0,0
parasites,0,0,Africa,2016,0,0
subreference,3,4,Africa,2016,5,0.8
unbuilding,0,0,Africa,2016,0,0
putrefactiveness,0,0,Africa,2016,0,0
nookie,0,0,Africa,2016,0,0
belgravian,0,0,Africa,2016,12,0
taich,0,0,Africa,2016,0,0
aedileship,1,1,Latin_America_and_the_Caribbean,2016,4,0.25
monohull,0,0,Africa,2016,0,0
aedileship,0,0,Latin_America_and_the_Caribbean,2017,4,0
palsying,0,0,Africa,2016,0,0
aedileship,0,0,Latin_America_and_the_Caribbean,2018,4,0
aedileship,1,3,Latin_America_and_the_Caribbean,2019,4,0.75
desightment,0,0,Africa,2016,0,0
decillion,0,0,Africa,2016,0,0
overslaugh,2,4,Africa,2016,10,0.4
pother,0,0,Africa,2016,0,0
necropoleis,0,0,Africa,2016,0,0
hundredwork,0,0,Africa,2016,0,0
luxury,0,0,Africa,2016,5,0
aedileship,0,0,Global,2016,5,0
ditt,6,9,Africa,2016,36,0.25
necrotizing,0,0,Africa,2016,2,0
ferroconcrete,0,0,Africa,2016,0,0
gerund,11,12,Africa,2016,68,0.176470588
gamobium,0,0,Africa,2016,0,0
roundeleer,28,37,Africa,2016,239,0.154811715
aedileship,0,0,Global,2017,5,0
incurved,0,0,Africa,2016,0,0
overfine,0,0,Africa,2016,0,0
cogwheels,0,0,Africa,2016,0,0
lagwort,0,0,Africa,2016,0,0
hibernicism,0,0,Africa,2016,0,0
sheugh,0,0,Africa,2016,0,0
orthosilicic,0,0,Africa,2016,0,0
aedileship,0,0,Global,2018,5,0
dipyrenous,0,0,Africa,2016,0,0
sionite,0,0,Africa,2016,0,0
buddles,0,0,Africa,2016,0,0
sol,0,0,Africa,2016,0,0
bodyshirt,0,0,Africa,2016,0,0
refutal,1,1,Africa,2016,5,0.2
saunders,1,1,Africa,2016,1,1
cays,0,0,Africa,2016,0,0
septums,0,0,Africa,2016,0,0
aedileship,1,5,Global,2019,5,1
aedileship,1,1,Asia_Pacific,2016,3,0.333333333
floperoo,0,0,Africa,2016,5,0
accessioner,0,0,Africa,2016,0,0
scumming,0,0,Africa,2016,0,0
reefiest,0,0,Africa,2016,3,0
bucephala,0,0,Africa,2016,0,0
unporticoed,0,0,Africa,2016,0,0
caramba,0,0,Africa,2016,0,0
deusan,0,0,Africa,2016,0,0
affectless,0,0,Africa,2016,0,0
founderous,0,0,Africa,2016,2,0
superboldly,1,1,Africa,2016,17,0.058823529
miscontinuance,0,0,Africa,2016,1,0
aedileship,1,1,Asia_Pacific,2017,3,0.333333333
future,0,0,Africa,2016,4,0
phyllomania,0,0,Africa,2016,0,0
facultied,0,0,Africa,2016,0,0
bambochade,0,0,Africa,2016,86,0
person,0,0,Africa,2016,0,0
liquorer,0,0,Africa,2016,0,0
perai,0,0,Africa,2016,0,0
aedileship,1,1,Asia_Pacific,2018,3,0.333333333
cuniforms,0,0,Africa,2016,0,0
unmediaeval,1,1,Africa,2016,4,0.25
stylonychia,0,0,Africa,2016,0,0
amarillos,1,1,Africa,2016,13,0.076923077
aedileship,0,0,Asia_Pacific,2019,3,0
sprigtail,0,0,Africa,2016,0,0
tressful,0,0,Africa,2016,0,0
aedileship,0,0,Middle_East_and_North_Africa,2016,10,0
monticola,13,21,Africa,2016,86,0.244186047
libelously,2,2,Africa,2016,9,0.222222222
directionize,0,0,Africa,2016,0,0
astronaut,2,2,Africa,2016,9,0.222222222
desalinate,17,17,Africa,2016,81,0.209876543
nonsubtraction,0,0,Africa,2016,0,0
ajava,2,4,Africa,2016,6,0.666666667
sedentariness,11,14,Africa,2016,61,0.229508197
untastefully,0,0,Africa,2016,12,0
publicizing,0,0,Africa,2016,39,0
mistype,7,10,Africa,2016,34,0.294117647
aedileship,2,4,Middle_East_and_North_Africa,2017,10,0.4
abaton,0,0,Africa,2016,0,0
pillmonger,0,0,Africa,2016,0,0
leapt,8,11,Africa,2016,38,0.289473684
initialisation,0,0,Africa,2016,1,0
amounting,0,0,Africa,2016,2,0
midwiving,7,9,Africa,2016,43,0.209302326
celtium,0,0,Africa,2016,0,0
vesselled,0,0,Africa,2016,2,0
caged,0,0,Africa,2016,0,0
sputter,0,0,Africa,2016,0,0
sociopathy,0,0,Africa,2016,0,0
aeronomies,50,107,Africa,2016,414,0.258454106
laborable,0,0,Africa,2016,0,0
aedileship,3,5,Middle_East_and_North_Africa,2018,10,0.5
aedileship,1,1,Middle_East_and_North_Africa,2019,10,0.1
aedileship,0,0,US_Canada,2016,2,0
dermoidectomy,7,8,Africa,2016,41,0.195121951
caribal,21,27,Africa,2016,47,0.574468085
exsiccated,0,0,Africa,2016,1,0
observedly,0,0,Africa,2016,0,0
chaldron,3,3,Africa,2016,8,0.375
lapidify,2,2,Africa,2016,6,0.333333333
cyclarthrsis,0,0,Africa,2016,0,0
aedileship,1,1,US_Canada,2017,2,0.5
jovinian,0,0,Africa,2016,0,0
crumples,0,0,Africa,2016,0,0
phonemes,0,0,Africa,2016,0,0
antedorsal,9,21,Africa,2016,54,0.388888889
avengeress,4,4,Africa,2016,11,0.363636364
clearsightedness,0,0,Africa,2016,0,0
cylindrocylindric,0,0,Africa,2016,0,0
pyruvates,1,1,Africa,2016,5,0.2
coheiress,0,0,Africa,2016,0,0
grandaunt,0,0,Africa,2016,0,0
bog,2,2,Africa,2016,13,0.153846154
bufotalin,0,0,Africa,2016,0,0
redeemability,0,0,Africa,2016,0,0
elfic,5,5,Africa,2016,22,0.227272727
goglet,5,5,Africa,2016,12,0.416666667
barquentine,0,0,Africa,2016,0,0
traveldom,0,0,Africa,2016,0,0
mischance,0,0,Africa,2016,0,0
changable,0,0,Africa,2016,0,0
nephrogenic,0,0,Africa,2016,0,0
whill,4,4,Africa,2016,42,0.095238095
dinucleotide,0,0,Africa,2016,0,0
muddleheadedness,0,0,Africa,2016,2,0
wamefou,0,0,Africa,2016,0,0
brasilin,0,0,Africa,2016,0,0
prestigious,0,0,Africa,2016,0,0
megadrili,0,0,Africa,2016,0,0
aedileship,1,1,US_Canada,2018,2,0.5
aedileship,0,0,US_Canada,2019,2,0
aedileship,3,7,Europe,2016,19,0.368421053
urate,0,0,Africa,2016,11,0
aedileship,0,0,Europe,2017,19,0
nanowatt,0,0,Africa,2016,0,0
amphibia,0,0,Africa,2016,0,0
launderable,0,0,Africa,2016,0,0
aedileship,3,6,Europe,2018,19,0.315789474
unoptimized,0,0,Africa,2016,0,0
aedileship,2,6,Europe,2019,19,0.315789474
ezod,0,0,Africa,2016,0,0
chartroom,17,102,Africa,2016,458,0.222707424
monumentalised,3,3,Africa,2016,11,0.272727273
greenrooms,0,0,Africa,2016,0,0
pendency,6,6,Africa,2016,26,0.230769231
preexist,0,0,Africa,2016,0,0
resupinate,0,0,Africa,2016,0,0
bourride,0,0,Africa,2016,0,0
relide,0,0,Africa,2016,0,0
aedileship,1,1,Africa,2016,8,0.125
momentums,0,0,Africa,2016,1,0
ultratechnical,25,62,Africa,2016,273,0.227106227
embroiled,0,0,Africa,2016,0,0
aedileship,0,0,Africa,2017,8,0
verticals,0,0,Africa,2016,0,0
balldress,0,0,Africa,2016,0,0
extraphysiological,0,0,Africa,2016,0,0
outspends,0,0,Africa,2016,0,0
nepote,0,0,Africa,2016,38,0
paniclike,1,1,Africa,2016,1,1
aedileship,2,2,Africa,2018,8,0.25
semigovernmentally,0,0,Africa,2016,17,0
epithelia,0,0,Africa,2016,0,0
uncompetitive,0,0,Africa,2016,0,0
hematologic,0,0,Africa,2016,0,0
affinition,0,0,Africa,2016,0,0
vindicatively,0,0,Africa,2016,0,0
oversaw,0,0,Africa,2016,0,0
hinting,0,0,Africa,2016,0,0
aforethought,0,0,Africa,2016,0,0
rhamphosuchus,2,2,Africa,2016,9,0.222222222
beltways,0,0,Africa,2016,0,0
evictee,0,0,Africa,2016,0,0
tierceron,0,0,Africa,2016,0,0
aedileship,3,5,Africa,2019,8,0.625
fatten,1,1,Africa,2016,4,0.25
unslumped,0,0,Africa,2016,0,0
lanthorn,0,0,Africa,2016,0,0
subserosa,0,0,Africa,2016,0,0
misreceive,0,0,Africa,2016,2,0
undeceitfulness,0,0,Africa,2016,0,0
pharyngopneusta,0,0,Africa,2016,0,0
bicentrically,0,0,Africa,2016,0,0
exstill,0,0,Africa,2016,0,0
threonine,0,0,Africa,2016,1,0
griffith,0,0,Africa,2016,0,0
aedileship,1,1,Eurasia,2016,6,0.166666667
grandmothers,0,0,Africa,2016,0,0
pollincture,0,0,Africa,2016,0,0
revisits,7,10,Africa,2016,32,0.3125
unsportsmanlikeness,0,0,Africa,2016,0,0
aedileship,2,2,Eurasia,2017,6,0.333333333
stumpish,0,0,Africa,2016,0,0
katastate,2,2,Africa,2016,8,0.25
marcobrunner,0,0,Africa,2016,0,0
overwave,0,0,Africa,2016,0,0
huthold,0,0,Africa,2016,3,0
esophagus,0,0,Africa,2016,0,0
epicondylian,2,3,Africa,2016,9,0.333333333
aedileship,1,1,Eurasia,2018,6,0.166666667
aedileship,2,2,Eurasia,2019,6,0.333333333
bandhor,0,0,Africa,2016,0,0
musicry,1,1,Africa,2016,1,1
gharri,0,0,Africa,2016,0,0
pudginess,0,0,Africa,2016,1,0
jews,0,0,Africa,2016,0,0
uranorrhaphia,0,0,Africa,2016,0,0
streetwalkers,0,0,Africa,2016,0,0
outbud,3,4,Africa,2016,29,0.137931034
phoenicid,0,0,Latin_America_and_the_Caribbean,2016,5,0
sestetto,0,0,Africa,2016,0,0
reaccrediting,0,0,Africa,2016,0,0
phoenicid,1,1,Latin_America_and_the_Caribbean,2017,5,0.2
overtutor,0,0,Africa,2016,0,0
ravages,0,0,Africa,2016,0,0
cephaloclasia,0,0,Africa,2016,0,0
unminimised,1,1,Africa,2016,3,0.333333333
phosphatising,3,3,Africa,2016,3,1
unfolden,0,0,Africa,2016,0,0
moringaceae,35,56,Africa,2016,450,0.124444444
phoenicid,0,0,Latin_America_and_the_Caribbean,2018,5,0
supertartrate,0,0,Africa,2016,0,0
lianoid,0,0,Africa,2016,0,0
resiner,0,0,Africa,2016,0,0
downcry,0,0,Africa,2016,0,0
countershafting,0,0,Africa,2016,0,0
tweets,0,0,Africa,2016,0,0
disappearance,0,0,Africa,2016,0,0
calyciflorous,0,0,Africa,2016,0,0
penicils,0,0,Africa,2016,0,0
ptyalogenic,0,0,Africa,2016,0,0
pennatula,0,0,Africa,2016,0,0
podosomatous,0,0,Africa,2016,0,0
paradiastole,0,0,Africa,2016,1,0
bibliographers,0,0,Africa,2016,0,0
phoenicid,3,4,Latin_America_and_the_Caribbean,2019,5,0.8
readded,0,0,Africa,2016,0,0
swiving,0,0,Africa,2016,0,0
unindorsed,3,3,Africa,2016,7,0.428571429
masterliness,1,6,Africa,2016,11,0.545454545
phoenicid,6,6,Global,2016,39,0.153846154
psychologists,0,0,Africa,2016,0,0
phoenicid,8,11,Global,2017,39,0.282051282
thallome,6,9,Africa,2016,34,0.264705882
phoenicid,9,17,Global,2018,39,0.435897436
abassin,1,1,Africa,2016,3,0.333333333
aleutian,0,0,Africa,2016,0,0
trisections,0,0,Africa,2016,0,0
nonhumanness,0,0,Africa,2016,1,0
chondroitic,0,0,Africa,2016,0,0
whooper,0,0,Africa,2016,0,0
solvabling,0,0,Africa,2016,0,0
hemianopsia,0,0,Africa,2016,0,0
acromyotonia,1,1,Africa,2016,20,0.05
lorilet,0,0,Africa,2016,0,0
excussed,6,11,Africa,2016,28,0.392857143
refugia,0,0,Africa,2016,0,0
gender,0,0,Africa,2016,0,0
amatorial,2,2,Africa,2016,6,0.333333333
violin,0,0,Africa,2016,0,0
quinovin,0,0,Africa,2016,0,0
trilisa,0,0,Africa,2016,0,0
phoenicid,5,5,Global,2019,39,0.128205128
grumbletonian,0,0,Africa,2016,0,0
vanquishes,0,0,Africa,2016,0,0
hoosierese,1,1,Africa,2016,4,0.25
nonperversity,0,0,Africa,2016,0,0
phoenicid,0,0,Asia_Pacific,2016,2,0
hesperidian,134,395,Africa,2016,1693,0.233313644
breacher,0,0,Africa,2016,0,0
melampyrin,1,1,Africa,2016,27,0.037037037
truckster,0,0,Africa,2016,0,0
phoenicid,0,0,Asia_Pacific,2017,2,0
splenulus,8,12,Africa,2016,40,0.3
reirrigation,0,0,Africa,2016,0,0
delicts,0,0,Africa,2016,0,0
humanised,0,0,Africa,2016,0,0
midmorn,0,0,Africa,2016,0,0
lucumo,0,0,Africa,2016,0,0
archetypical,0,0,Africa,2016,0,0
piker,1,3,Africa,2016,10,0.3
radio,8,15,Africa,2016,58,0.25862069
cumaphytic,0,0,Africa,2016,0,0
bedewer,0,0,Africa,2016,1,0
morone,0,0,Africa,2016,0,0
besleeve,14,24,Africa,2016,84,0.285714286
monotomous,2,2,Africa,2016,19,0.105263158
dumpling,0,0,Africa,2016,0,0
wowserdom,0,0,Africa,2016,0,0
vestibulary,0,0,Africa,2016,0,0
abricot,0,0,Africa,2016,2,0
translatory,0,0,Africa,2016,0,0
snark,0,0,Africa,2016,0,0
germarium,0,0,Africa,2016,0,0
septillion,0,0,Africa,2016,0,0
phoenicid,1,1,Asia_Pacific,2018,2,0.5
sensible,0,0,Africa,2016,0,0
jarovizing,0,0,Africa,2016,0,0
refrained,0,0,Africa,2016,0,0
syenites,0,0,Africa,2016,0,0
blueness,0,0,Africa,2016,0,0
acclaim,0,0,Africa,2016,0,0
scute,0,0,Africa,2016,0,0
phoenicid,1,1,Asia_Pacific,2019,2,0.5
phoenicid,0,0,Middle_East_and_North_Africa,2016,1,0
osteoscope,0,0,Africa,2016,0,0
affusion,0,0,Africa,2016,0,0
gluers,0,0,Africa,2016,0,0
epiglottises,0,0,Africa,2016,0,0
phoenicid,0,0,Middle_East_and_North_Africa,2017,1,0
feudalize,0,0,Africa,2016,0,0
pharyngealized,1,1,Africa,2016,1,1
decurring,0,0,Africa,2016,0,0
navigant,0,0,Africa,2016,0,0
remittor,0,0,Africa,2016,6,0
phoenicid,1,1,Middle_East_and_North_Africa,2018,1,1
cordelier,3,3,Africa,2016,10,0.3
phoenicid,0,0,Middle_East_and_North_Africa,2019,1,0
circumlocutional,0,0,Africa,2016,1,0
bewrapt,0,0,Africa,2016,0,0
microeconomics,36,42,Africa,2016,215,0.195348837
unflowering,0,0,Africa,2016,0,0
phoenicid,0,0,US_Canada,2016,0,0
spathae,0,0,Africa,2016,0,0
biti,2,3,Africa,2016,9,0.333333333
imaginariness,0,0,Africa,2016,4,0
amalgamative,2,2,Africa,2016,14,0.142857143
hirsle,0,0,Africa,2016,0,0
disalike,1,1,Africa,2016,2,0.5
catharping,0,0,Africa,2016,0,0
weakly,0,0,Africa,2016,0,0
eternalise,0,0,Africa,2016,0,0
pythiad,0,0,Africa,2016,0,0
goose,0,0,Africa,2016,0,0
tribadism,0,0,Africa,2016,0,0
tuateras,0,0,Africa,2016,0,0
deossification,0,0,Africa,2016,0,0
dyschiria,0,0,Africa,2016,0,0
vallum,0,0,Africa,2016,0,0
teths,0,0,Africa,2016,0,0
neigher,0,0,Africa,2016,0,0
unquixotically,0,0,Africa,2016,0,0
balzacian,0,0,Africa,2016,0,0
anthramin,0,0,Africa,2016,0,0
overpious,5,8,Africa,2016,42,0.19047619
freeboard,0,0,Africa,2016,0,0
hedgetaper,0,0,Africa,2016,0,0
paraxylene,5,5,Africa,2016,93,0.053763441
missense,1,1,Africa,2016,3,0.333333333
phoenicid,0,0,US_Canada,2017,0,0
knacky,2,5,Africa,2016,12,0.416666667
youngsters,0,0,Africa,2016,0,0
phoenicid,0,0,US_Canada,2018,0,0
phoenicid,0,0,US_Canada,2019,0,0
quizzicalness,2,3,Africa,2016,7,0.428571429
phoenicid,0,0,Europe,2016,4,0
unrevealingly,4,5,Africa,2016,14,0.357142857
phoenicid,0,0,Europe,2017,4,0
duplet,0,0,Africa,2016,0,0
topodeme,1,1,Africa,2016,2,0.5
scufter,0,0,Africa,2016,0,0
falcidian,0,0,Africa,2016,0,0
redeceiving,0,0,Africa,2016,0,0
spellbinds,0,0,Africa,2016,0,0
supervastness,0,0,Africa,2016,0,0
phoenicid,1,3,Europe,2018,4,0.75
thindown,4,10,Africa,2016,41,0.243902439
phoenicid,1,1,Europe,2019,4,0.25
tartrated,0,0,Africa,2016,0,0
vaucheriaceous,0,0,Africa,2016,0,0
phoenicid,16,52,Africa,2016,106,0.490566038
phoenicid,4,9,Africa,2017,106,0.08490566
croquet,0,0,Africa,2016,0,0
adsorbing,0,0,Africa,2016,0,0
phoenicid,11,23,Africa,2018,106,0.216981132
relativistic,0,0,Africa,2016,0,0
splashback,0,0,Africa,2016,20,0
mayvins,0,0,Africa,2016,0,0
epimeral,0,0,Africa,2016,0,0
phoenicid,10,22,Africa,2019,106,0.20754717
timeshare,0,0,Africa,2016,1,0
phoenicid,0,0,Eurasia,2016,1,0
enthral,0,0,Africa,2016,0,0
brambling,0,0,Africa,2016,0,0
imperspirable,0,0,Africa,2016,0,0
spacetime,0,0,Africa,2016,0,0
reverencers,0,0,Africa,2016,0,0
phoenicid,0,0,Eurasia,2017,1,0
humation,0,0,Africa,2016,0,0
pachadoms,0,0,Africa,2016,0,0
malleable,1,2,Africa,2016,9,0.222222222
bugling,0,0,Africa,2016,0,0
netmaking,0,0,Africa,2016,0,0
omit,0,0,Africa,2016,0,0
antiganting,0,0,Africa,2016,0,0
flabellate,1,1,Africa,2016,1,1
fracturing,0,0,Africa,2016,0,0
tubicolar,10,28,Africa,2016,71,0.394366197
pianologue,0,0,Africa,2016,0,0
unbalking,0,0,Africa,2016,0,0
disespouse,0,0,Africa,2016,0,0
acidogenic,0,0,Africa,2016,40,0
uncatenated,3,12,Africa,2016,62,0.193548387
ectobatic,7,8,Africa,2016,51,0.156862745
curding,0,0,Africa,2016,0,0
epistles,0,0,Africa,2016,0,0
phoenicid,1,1,Eurasia,2018,1,1
periorbita,0,0,Africa,2016,0,0
hyperdactyly,0,0,Africa,2016,0,0
eyecups,0,0,Africa,2016,0,0
athleticism,4,4,Africa,2016,21,0.19047619
idest,1,2,Africa,2016,5,0.4
predistrust,8,12,Africa,2016,49,0.244897959
lumberdar,0,0,Africa,2016,0,0
aardvarks,1,1,Africa,2016,10,0.1
redetention,0,0,Africa,2016,4,0
phoenicid,0,0,Eurasia,2019,1,0
internalization,0,0,Africa,2016,0,0
carpintero,0,0,Africa,2016,2,0
grannam,3,4,Africa,2016,15,0.266666667
morrhuine,0,0,Africa,2016,0,0
isopod,0,0,Africa,2016,0,0
agaz,0,0,Africa,2016,0,0
coffeewood,0,0,Latin_America_and_the_Caribbean,2016,0,0
coffeewood,0,0,Latin_America_and_the_Caribbean,2017,0,0
pluvious,0,0,Africa,2016,0,0
coffeewood,0,0,Latin_America_and_the_Caribbean,2018,0,0
coffeewood,0,0,Latin_America_and_the_Caribbean,2019,0,0
atelognathia,0,0,Africa,2016,3,0
dulcitol,0,0,Africa,2016,0,0
foiter,0,0,Africa,2016,0,0
stomatogastric,1,1,Africa,2016,1,1
fraidycat,93,185,Africa,2016,823,0.224787363
inadvertent,0,0,Africa,2016,0,0
yiddish,2,2,Africa,2016,5,0.4
ruffly,1,2,Africa,2016,13,0.153846154
broadener,0,0,Africa,2016,0,0
coffeewood,2,3,Global,2016,4,0.75
oeillet,0,0,Africa,2016,0,0
ovatoglobose,1,1,Africa,2016,32,0.03125
noncomprehension,0,0,Africa,2016,0,0
coffeewood,0,0,Global,2017,4,0
caulks,0,0,Africa,2016,1,0
unspotted,0,0,Africa,2016,0,0
diapnotic,0,0,Africa,2016,4,0
coffeewood,1,1,Global,2018,4,0.25
symphrase,0,0,Africa,2016,0,0
balanophorin,0,0,Africa,2016,0,0
flattercap,0,0,Africa,2016,1,0
presets,0,0,Africa,2016,1,0
shammying,0,0,Africa,2016,0,0
incitress,0,0,Africa,2016,0,0
idiorrhythmism,0,0,Africa,2016,1,0
molestation,4,11,Africa,2016,18,0.611111111
siruper,0,0,Africa,2016,0,0
demimonk,3,5,Africa,2016,44,0.113636364
preterist,0,0,Africa,2016,0,0
mooter,0,0,Africa,2016,0,0
unshape,0,0,Africa,2016,0,0
sarcoderma,0,0,Africa,2016,0,0
orangutang,0,0,Africa,2016,0,0
coffeewood,0,0,Global,2019,4,0
coffeewood,0,0,Asia_Pacific,2016,0,0
saros,0,0,Africa,2016,0,0
dinking,25,34,Africa,2016,251,0.135458167
rematerialize,0,0,Africa,2016,0,0
sealyham,7,9,Africa,2016,96,0.09375
colophan,0,0,Africa,2016,0,0
intersecting,0,0,Africa,2016,0,0
coffeewood,0,0,Asia_Pacific,2017,0,0
coffeewood,0,0,Asia_Pacific,2018,0,0
toxicol,0,0,Africa,2016,0,0
darkness,1,1,Africa,2016,1,1
epivalve,0,0,Africa,2016,0,0
unrepulsed,0,0,Africa,2016,0,0
coffeewood,0,0,Asia_Pacific,2019,0,0
schorlaceous,1,1,Africa,2016,4,0.25
nondurableness,0,0,Africa,2016,0,0
tangleproof,0,0,Africa,2016,1,0
pterographical,0,0,Africa,2016,2,0
khatib,5,13,Africa,2016,54,0.240740741
schadchan,17,21,Africa,2016,280,0.075
coffeewood,0,0,Middle_East_and_North_Africa,2016,0,0
asperation,0,0,Africa,2016,0,0
antichorus,1,1,Africa,2016,1,1
saddleback,0,0,Africa,2016,3,0
nonbelligerency,0,0,Africa,2016,0,0
rhymers,0,0,Africa,2016,0,0
coffeewood,0,0,Middle_East_and_North_Africa,2017,0,0
coffeewood,0,0,Middle_East_and_North_Africa,2018,0,0
coffeewood,0,0,Middle_East_and_North_Africa,2019,0,0
bacteraemia,0,0,Africa,2016,0,0
uparna,0,0,Africa,2016,0,0
coffeewood,0,0,US_Canada,2016,0,0
coffeewood,0,0,US_Canada,2017,0,0
beglooming,0,0,Africa,2016,1,0
epistropheus,0,0,Africa,2016,0,0
gradientia,0,0,Africa,2016,0,0
uninvective,0,0,Africa,2016,0,0
rethrash,11,32,Africa,2016,129,0.248062016
undecompounded,0,0,Africa,2016,0,0
spinuliferous,0,0,Africa,2016,0,0
imaginaries,1,1,Africa,2016,1,1
scarebabe,0,0,Africa,2016,0,0
sowbelly,0,0,Africa,2016,0,0
fireboxes,0,0,Africa,2016,1,0
baiocco,5,5,Africa,2016,14,0.357142857
coffeewood,0,0,US_Canada,2018,0,0
epeisodion,0,0,Africa,2016,0,0
suntanning,7,9,Africa,2016,32,0.28125
coadjutrice,0,0,Africa,2016,0,0
zygodactyl,0,0,Africa,2016,0,0
unchanged,7,8,Africa,2016,28,0.285714286
coffeewood,0,0,US_Canada,2019,0,0
samel,0,0,Africa,2016,0,0
protester,0,0,Africa,2016,0,0
cleidocostal,1,1,Africa,2016,9,0.111111111
uncluttered,0,0,Africa,2016,0,0
fuscous,0,0,Africa,2016,0,0
calcsinter,0,0,Africa,2016,0,0
coffeewood,0,0,Europe,2016,0,0
sorrowfully,0,0,Africa,2016,0,0
arithmetizes,0,0,Africa,2016,0,0
sheaflike,0,0,Africa,2016,0,0
chenopodiaceous,0,0,Africa,2016,7,0
houstonia,0,0,Africa,2016,0,0
coffeewood,0,0,Europe,2017,0,0
hamotzi,31,67,Africa,2016,341,0.196480938
hizz,0,0,Africa,2016,0,0
micrencephalous,0,0,Africa,2016,0,0
satinay,0,0,Africa,2016,0,0
toadeater,4,4,Africa,2016,8,0.5
coffeewood,0,0,Europe,2018,0,0
plote,0,0,Africa,2016,0,0
zoospores,0,0,Africa,2016,6,0
peacekeeping,0,0,Africa,2016,5,0
semiromantically,0,0,Africa,2016,1,0
druxey,0,0,Africa,2016,0,0
stercorarius,0,0,Africa,2016,0,0
conversancy,0,0,Africa,2016,0,0
umbraculum,0,0,Africa,2016,0,0
counterlathed,0,0,Africa,2016,0,0
coffeewood,0,0,Europe,2019,0,0
unresonant,0,0,Africa,2016,0,0
amygdaloncus,0,0,Africa,2016,1,0
uncivilizable,0,0,Africa,2016,5,0
wocas,0,0,Africa,2016,0,0
mistake,36,36,Africa,2016,153,0.235294118
suburbed,0,0,Africa,2016,0,0
paters,0,0,Africa,2016,0,0
coffeewood,0,0,Africa,2016,0,0
unescheated,0,0,Africa,2016,0,0
coffeewood,0,0,Africa,2017,0,0
zohak,0,0,Africa,2016,1,0
walrus,0,0,Africa,2016,0,0
legacy,0,0,Africa,2016,0,0
capuchin,0,0,Africa,2016,0,0
carwash,0,0,Africa,2016,0,0
aftertan,0,0,Africa,2016,0,0
kolhozes,0,0,Africa,2016,1,0
rarefiers,0,0,Africa,2016,0,0
hyphenisation,1,1,Africa,2016,2,0.5
tetractinellid,3,3,Africa,2016,4,0.75
husk,1,2,Africa,2016,7,0.285714286
underweigh,0,0,Africa,2016,5,0
blanched,0,0,Africa,2016,0,0
coffeewood,0,0,Africa,2018,0,0
psychosarcous,0,0,Africa,2016,0,0
shangalla,0,0,Africa,2016,0,0
moropus,0,0,Africa,2016,0,0
micropsia,0,0,Africa,2016,0,0
mistily,0,0,Africa,2016,0,0
coffeewood,0,0,Africa,2019,0,0
graptolithina,0,0,Africa,2016,0,0
androtauric,0,0,Africa,2016,0,0
leisten,0,0,Africa,2016,0,0
dipneumonous,4,4,Africa,2016,33,0.121212121
decanal,0,0,Africa,2016,0,0
porphyrogeniture,101,377,Africa,2016,1633,0.230863442
coffeewood,0,0,Eurasia,2016,0,0
aiding,2,4,Africa,2016,15,0.266666667
ectrotic,0,0,Africa,2016,0,0
continuous,0,0,Africa,2016,0,0
nucleone,1,1,Africa,2016,2,0.5
jerkiest,0,0,Africa,2016,0,0
fourscorth,17,44,Africa,2016,174,0.252873563
unbribably,0,0,Africa,2016,0,0
coffeewood,0,0,Eurasia,2017,0,0
blitzkriegs,0,0,Africa,2016,0,0
coffeewood,0,0,Eurasia,2018,0,0
semidivine,0,0,Africa,2016,0,0
apotheces,7,12,Africa,2016,36,0.333333333
shellworker,0,0,Africa,2016,0,0
centerpieces,0,0,Africa,2016,0,0
unodoriferously,13,13,Africa,2016,14,0.928571429
coffeewood,0,0,Eurasia,2019,0,0
arbitration,5,10,Africa,2016,33,0.303030303
concactenated,0,0,Africa,2016,2,0
cassina,0,0,Africa,2016,0,0
relove,8,8,Latin_America_and_the_Caribbean,2016,41,0.195121951
durango,1,1,Africa,2016,6,0.166666667
urethrocele,0,0,Africa,2016,0,0
kuki,4,4,Africa,2016,26,0.153846154
poematic,2,2,Africa,2016,5,0.4
cellulitis,28,81,Africa,2016,338,0.23964497
cordierite,0,0,Africa,2016,0,0
sneckdrawn,0,0,Africa,2016,0,0
stedhorses,5,5,Africa,2016,10,0.5
ichthyolatry,12,28,Africa,2016,106,0.264150943
locomotives,0,0,Africa,2016,1,0
digladiated,0,0,Africa,2016,0,0
uncousinly,0,0,Africa,2016,0,0
monodelphia,0,0,Africa,2016,0,0
soubresaut,0,0,Africa,2016,0,0
corridored,0,0,Africa,2016,0,0
relove,13,13,Latin_America_and_the_Caribbean,2017,41,0.317073171
proximo,8,9,Africa,2016,46,0.195652174
diphenylquinomethane,0,0,Africa,2016,5,0
